id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_val,category
247,6233 phone service,opex,fixed,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:16:13Z"",""closing_month"":""05-2025""},{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T13:23:09Z"",""closing_month"":""12-2024""}]}]",,0.150,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""history"":[{""05-2025"":41.59},{""09-2024"":41.47},{""10-2024"":41.63},{""11-2024"":41.63},{""12-2024"":41.63},{""01-2024"":43.7},{""02-2024"":43.7},{""03-2024"":41.87},{""04-2024"":41.67},{""06-2024"":41.67},{""05-2024"":41.67},{""07-2024"":41.84},{""08-2024"":41.84}],""avg_absdelta"":0.01,""coefficient_of_variation"":2.11}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
248,6256 telephone & internet,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
249,6257 utilities,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
250,62850 utilities,opex,variable,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""thresholds"":[{""value"":0.52,""flagrate"":0.36,""confidence"":0,""created_on"":""2026-06-03T15:24:25Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""history"":[{""01-2025"":594.62},{""02-2025"":403.74},{""06-2025"":234.65},{""08-2025"":225.4},{""09-2025"":243.84},{""12-2025"":301.47},{""03-2025"":474.96},{""04-2025"":235.31},{""05-2025"":809.57},{""07-2025"":621.73},{""10-2025"":226.39},{""11-2025"":343.65}],""avg_absdelta"":0.66,""coefficient_of_variation"":1.08}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
251,6301 gas,opex,variable,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""thresholds"":[{""value"":0.28,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:47:50Z"",""closing_month"":""05-2025""}]}]",,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
252,63020 gas / electric charging,opex,variable,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0.15,""confidence"":0,""created_on"":""2026-06-03T15:25:32Z"",""closing_month"":""02-2026""},{""value"":0.15,""flagrate"":0.15,""confidence"":0,""created_on"":""2026-06-04T12:52:33Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":100},{""02-2026"":100},{""05-2025"":100},{""06-2025"":100},{""08-2025"":100},{""10-2025"":106.56},{""11-2025"":100},{""01-2025"":100},{""02-2025"":100},{""07-2025"":100},{""09-2025"":183.37},{""12-2025"":100},{""03-2025"":100},{""04-2025"":100}],""avg_absdelta"":0.1,""coefficient_of_variation"":2.36}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
253,6308 telephone & internet,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
254,6366 telephone,opex,fixed,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.15,""flagrate"":1,""confidence"":0,""created_on"":""2026-06-03T15:02:01Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""10-2025"":1956.59},{""11-2025"":1658.32},{""12-2025"":1083.16},{""01-2026"":1534.61},{""02-2026"":973.28},{""03-2026"":1524.14}],""avg_absdelta"":0.37,""coefficient_of_variation"":0.36}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
255,6367 utilities,opex,variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":1.34,""flagrate"":0.6,""confidence"":0,""created_on"":""2026-06-03T15:02:11Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""01-2026"":1232.71},{""02-2026"":626.03},{""03-2026"":1709.87},{""10-2025"":1528.79},{""11-2025"":905.89},{""12-2025"":-352.62}],""avg_absdelta"":1.7,""coefficient_of_variation"":0.87}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
256,6375 utilities,opex,variable,"[{""company"":{""id"":318655,""name"":""Clay Entertainment""},""thresholds"":[{""value"":0.37,""flagrate"":0.29,""confidence"":0,""created_on"":""2026-06-03T14:53:17Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.64,""confidence"":0,""created_on"":""2026-06-03T14:55:36Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":318655,""name"":""Clay Entertainment""},""history"":[{""01-2025"":444.79},{""07-2025"":940.8},{""11-2025"":1073.95},{""12-2025"":673.66},{""02-2025"":881.95},{""03-2025"":937.35},{""04-2025"":814.03},{""05-2025"":612.78},{""06-2025"":860.56},{""08-2025"":826.48},{""09-2025"":662.09},{""10-2025"":447.03},{""01-2026"":793.24},{""02-2026"":648},{""03-2026"":715.43}],""avg_absdelta"":0.34,""coefficient_of_variation"":1.08}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
257,64020 utilities,opex,variable,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0.5,""confidence"":0,""created_on"":""2026-06-03T15:25:53Z"",""closing_month"":""02-2026""},{""value"":0.23,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:52:50Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":93.28},{""02-2026"":79.8},{""12-2025"":92.14},{""06-2025"":69.99},{""07-2025"":77.59},{""04-2025"":313.06},{""05-2025"":68.03},{""08-2025"":68.55},{""09-2025"":84.87},{""10-2025"":59.53},{""11-2025"":76.93}],""avg_absdelta"":0.22,""coefficient_of_variation"":0.94}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
258,6403 internet,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
259,64030 telephone,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0.46,""confidence"":0,""created_on"":""2026-06-03T15:26:02Z"",""closing_month"":""02-2026""},{""value"":0.43,""flagrate"":0.15,""confidence"":0,""created_on"":""2026-06-04T12:52:50Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":251.34},{""02-2026"":264.31},{""07-2025"":350.21},{""08-2025"":203.94},{""11-2025"":250.61},{""12-2025"":250.36},{""01-2025"":191.17},{""02-2025"":191.15},{""04-2025"":191.17},{""06-2025"":203.94},{""09-2025"":325.2},{""10-2025"":251.63},{""03-2025"":243.09},{""05-2025"":203.94}],""avg_absdelta"":0.2,""coefficient_of_variation"":1.19}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
260,6404 telephone,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
261,64040 internet,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0.7,""confidence"":0,""created_on"":""2026-06-03T15:26:11Z"",""closing_month"":""02-2026""},{""value"":0.28,""flagrate"":0.5,""confidence"":0,""created_on"":""2026-06-04T12:53:06Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":112.72},{""02-2026"":112.72},{""04-2025"":450.92},{""06-2025"":143.61},{""07-2025"":108.97},{""08-2025"":124.94},{""12-2025"":108.97},{""05-2025"":112.73},{""09-2025"":170.87},{""10-2025"":275.87},{""11-2025"":167.88}],""avg_absdelta"":0.32,""coefficient_of_variation"":0.71}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
262,65240-001 telephone expense,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
263,6653 electricity,opex,variable,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:09:53Z"",""closing_month"":""12-2025""},{""value"":0.71,""flagrate"":0.11,""confidence"":0,""created_on"":""2026-06-03T15:13:47Z"",""closing_month"":""12-2023""},{""value"":0.71,""flagrate"":0.12,""confidence"":0,""created_on"":""2026-06-03T15:17:15Z"",""closing_month"":""12-2023""},{""value"":0.15,""flagrate"":0.47,""confidence"":0,""created_on"":""2026-06-04T13:15:40Z"",""closing_month"":""02-2026""}]}]",,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""08-2025"":1298.92},{""10-2025"":994.1},{""12-2025"":808.73},{""02-2025"":898.5},{""03-2025"":841.78},{""07-2025"":1504.32},{""09-2025"":1089.12},{""11-2025"":932.46},{""01-2025"":852.76},{""04-2025"":849},{""05-2025"":1011.45},{""06-2025"":1096.51},{""06-2023"":188.88},{""07-2023"":930.16},{""09-2023"":484.89},{""10-2023"":505.79},{""11-2023"":650.33},{""12-2023"":1384.24},{""02-2026"":970.17},{""01-2026"":962.27}],""avg_absdelta"":0.41,""coefficient_of_variation"":2.11}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
264,6654 internet & tv services,opex,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.15,""flagrate"":0.35,""confidence"":0,""created_on"":""2026-06-03T15:09:53Z"",""closing_month"":""12-2025""},{""value"":0.23,""flagrate"":0.24,""confidence"":0,""created_on"":""2026-06-03T15:13:58Z"",""closing_month"":""12-2023""},{""value"":0.23,""flagrate"":0.22,""confidence"":0,""created_on"":""2026-06-03T15:17:25Z"",""closing_month"":""12-2023""},{""value"":0.15,""flagrate"":0.36,""confidence"":0,""created_on"":""2026-06-04T13:15:50Z"",""closing_month"":""02-2026""}]}]",,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""08-2025"":490.64},{""09-2025"":490.64},{""10-2025"":503.84},{""12-2025"":447.34},{""05-2025"":481.98},{""06-2025"":443.59},{""07-2025"":401.64},{""11-2025"":479.85},{""01-2025"":296.94},{""02-2025"":336.03},{""03-2025"":306.94},{""04-2025"":335.64},{""02-2023"":168.39},{""05-2023"":593.46},{""07-2023"":252.28},{""09-2023"":232.95},{""10-2023"":276.07},{""12-2023"":232.95},{""01-2023"":160.79},{""03-2023"":179.93},{""04-2023"":160.79},{""06-2023"":597.28},{""08-2023"":232.95},{""11-2023"":326.17},{""01-2026"":655.3},{""02-2026"":572.7}],""avg_absdelta"":0.26,""coefficient_of_variation"":2.03}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
265,6655 other utilities,opex,variable,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:10:04Z"",""closing_month"":""12-2025""},{""value"":1.37,""flagrate"":0.05,""confidence"":0,""created_on"":""2026-06-03T15:14:17Z"",""closing_month"":""12-2023""},{""value"":1.37,""flagrate"":0.06,""confidence"":0,""created_on"":""2026-06-03T15:17:43Z"",""closing_month"":""12-2023""},{""value"":0.15,""flagrate"":0.47,""confidence"":0,""created_on"":""2026-06-04T13:16:06Z"",""closing_month"":""02-2026""}]}]",,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""08-2025"":85.34},{""09-2025"":85.34},{""10-2025"":85.34},{""11-2025"":85.34},{""01-2025"":365.39},{""02-2025"":461.64},{""04-2025"":191.64},{""06-2025"":85.34},{""12-2025"":94.93},{""03-2025"":340.59},{""05-2025"":85.34},{""07-2025"":85.34},{""09-2023"":68.17},{""10-2023"":68.17},{""11-2023"":89.78},{""12-2023"":534.02},{""06-2023"":94.61},{""07-2023"":145.4},{""01-2026"":100.52},{""02-2026"":96.54}],""avg_absdelta"":0.44,""coefficient_of_variation"":2.45}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
266,6750 telephone expense,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
267,6800 telephone expense,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
268,6800 utilities,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
269,6801 cable & internet,opex,fixed,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""thresholds"":[{""value"":0.15,""flagrate"":0.14,""confidence"":0,""created_on"":""2026-06-03T15:20:29Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.14,""confidence"":0,""created_on"":""2026-06-03T15:23:19Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""history"":[{""02-2025"":365},{""03-2025"":365},{""04-2025"":365},{""06-2025"":365},{""07-2025"":265},{""10-2025"":315},{""11-2025"":315},{""12-2025"":315},{""01-2025"":365},{""05-2025"":365},{""08-2025"":315},{""09-2025"":315},{""01-2026"":315},{""02-2026"":315},{""03-2026"":315}],""avg_absdelta"":0.03,""coefficient_of_variation"":2.5}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
270,6801 gas & car charge,opex,variable,"[{""company"":{""id"":318655,""name"":""Clay Entertainment""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T14:54:09Z"",""closing_month"":""12-2025""},{""value"":8.69,""flagrate"":0.09,""confidence"":0,""created_on"":""2026-06-03T14:56:32Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":318655,""name"":""Clay Entertainment""},""history"":[{""12-2025"":10.94},{""01-2025"":53.31},{""05-2025"":34.83},{""10-2025"":119.59},{""11-2025"":119.59},{""03-2025"":50.78},{""07-2025"":10.94},{""08-2025"":10.94},{""09-2025"":119.59},{""01-2026"":23},{""02-2026"":10.94},{""03-2026"":101.03}],""avg_absdelta"":1.98,""coefficient_of_variation"":1.71}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
271,6801 gas & fuel,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
272,6806 telephone,opex,fixed,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:20:39Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:23:30Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""history"":[{""09-2025"":200},{""11-2025"":200},{""01-2025"":201.35},{""04-2025"":201.38},{""07-2025"":200},{""08-2025"":201.23},{""10-2025"":200},{""12-2025"":200},{""02-2025"":200},{""03-2025"":200},{""05-2025"":200.9},{""06-2025"":200},{""01-2026"":200},{""02-2026"":200},{""03-2026"":200}],""avg_absdelta"":0,""coefficient_of_variation"":1.24}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
273,68100 telephone expense,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
274,6850 telephone,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
275,68600 utilities,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
276,6900 utilities,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
277,6950 utilities,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,utilities
278,60004 officer commissions,opex,variable,,,0.050,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,true,,0.25,
279,6602 equipment insurance,opex,fixed,,,0.050,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,true,,0.25,
280,6603 dental insurance,opex,fixed,,,0.050,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,true,,0.25,
281,6604 health insurance,opex,fixed,,,0.050,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,true,,0.25,
282,6605 life & vision insurance,opex,fixed,,,0.050,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,true,,0.25,
283,6606 workers comp insurance,opex,fixed,,,0.050,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,true,,0.25,
284,6601 general liability insurance,opex,fixed,,,0.050,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,true,,0.25,
